NM_001014601.1	NW_025063240.1	71.39	1066	157	53	2245	3179	7782814	7783862	4e-111	406
NM_001014601.1	NW_025063240.1	91.57	83	7	0	4412	4494	7785743	7785825	5e-20	103
NM_001014602.3	NW_025063098.1	70.43	487	32	40	3285	3682	18425531	18425994	2e-52	210
NM_001014602.3	NW_025063098.1	89.19	185	16	4	518	699	18418039	18418222	2e-51	207
NM_001014603.3	NW_025063098.1	70.43	487	32	40	2836	3233	18425531	18425994	2e-52	210
NM_001014603.3	NW_025063098.1	90.48	168	14	2	84	250	18418056	18418222	6e-49	199
NM_001014604.2	NW_025063098.1	79.44	180	28	3	1183	1359	19506976	19506803	1e-26	125
NM_001014609.3	NW_025063098.1	73.12	770	137	21	56	761	9896813	9897576	5e-88	327
NM_001014610.2	NW_025063098.1	73.12	770	137	21	2766	3471	9896813	9897576	2e-87	327
NM_001014612.3	NW_025063098.1	79.85	541	100	6	402	937	22838717	22838181	3e-97	358
NM_001014613.3	NW_025063098.1	89.01	282	28	2	1761	2042	8309828	8309550	2e-83	314
NM_001014613.3	NW_025063098.1	88.70	177	20	0	2296	2472	8285757	8285581	2e-47	194
NM_001014613.3	NW_025063098.1	93.20	147	10	0	2043	2189	8306872	8306726	2e-47	194
NM_001014613.3	NW_025063098.1	68.08	448	25	39	2804	3163	8283262	8282845	6e-38	163
NM_001014613.3	NW_025063098.1	85.42	96	6	5	1671	1761	8319689	8319597	1e-17	95.7
NM_001014613.3	NW_025063098.1	94.03	67	2	1	951	1017	8320706	8320642	4e-17	94.0
NM_001014613.3	NW_025063098.1	73.71	194	20	17	3605	3781	8282101	8281922	1e-16	92.4
NM_001014616.2	NW_025063098.1	86.87	259	34	0	1444	1702	24624072	24624330	3e-67	260
NM_001014616.2	NW_025063098.1	75.62	160	22	8	2645	2795	24626318	24626469	3e-15	87.5
NM_001014617.2	NW_025063098.1	76.30	519	53	34	2125	2601	6560367	6560857	1e-81	307
NM_001014617.2	NW_025063098.1	75.88	452	54	1	886	1282	6555043	6555494	3e-78	296
NM_001014617.2	NW_025063098.1	90.62	224	21	0	1282	1505	6555598	6555821	2e-69	266
NM_001014617.2	NW_025063098.1	88.12	101	3	3	8	101	6547491	6547589	9e-25	118
NM_001014617.2	NW_025063098.1	88.46	104	9	3	95	195	6554068	6554171	3e-23	113
NM_001014619.3	NW_025063098.1	76.92	338	39	1	644	942	9160267	9160604	4e-60	235
NM_001014619.3	NW_025063098.1	89.00	100	4	4	531	630	9160084	9160176	2e-24	117
NM_001014622.3	NW_025063098.1	75.46	379	24	15	1021	1351	29177750	29178107	2e-65	255
NM_001014622.3	NW_025063098.1	73.22	239	17	12	6161	6356	29207276	29207510	1e-29	136
NM_001014623.3	NW_025063098.1	68.80	4090	587	273	1	3696	29193350	29197144	0.0	1117
NM_001014624.3	NW_025063098.1	68.76	4117	590	276	3183	6901	29193326	29197144	0.0	1118
NM_001014625.3	NW_025063098.1	73.22	239	17	12	5255	5450	29207276	29207510	9e-30	136
NM_001014626.4	NW_025063098.1	79.40	597	45	24	2600	3140	548740	548166	4e-129	465
NM_001014626.4	NW_025063098.1	80.09	452	25	3	1758	2144	556250	555799	2e-110	403
NM_001014626.4	NW_025063098.1	96.53	173	5	1	1585	1757	559297	559126	3e-66	256
NM_001014626.4	NW_025063098.1	93.64	173	11	0	2140	2312	554879	554707	8e-59	232
NM_001014626.4	NW_025063098.1	96.46	113	4	0	1478	1590	560361	560249	2e-39	168
NM_001014626.4	NW_025063098.1	100.00	82	0	0	2312	2393	553343	553262	4e-30	136
NM_001014627.2	NW_025063098.1	79.40	597	45	24	1410	1950	548740	548166	2e-129	465
NM_001014627.2	NW_025063098.1	80.09	452	25	3	568	954	556250	555799	1e-110	403
NM_001014627.2	NW_025063098.1	96.53	173	5	1	395	567	559297	559126	2e-66	256
NM_001014627.2	NW_025063098.1	93.64	173	11	0	950	1122	554879	554707	5e-59	232
NM_001014627.2	NW_025063098.1	96.46	113	4	0	288	400	560361	560249	9e-40	168
NM_001014627.2	NW_025063098.1	100.00	82	0	0	1122	1203	553343	553262	2e-30	136
NM_001014628.3	NW_025063098.1	80.09	452	25	3	1113	1499	556250	555799	2e-110	403
NM_001014628.3	NW_025063098.1	96.53	173	5	1	940	1112	559297	559126	2e-66	256
NM_001014628.3	NW_025063098.1	93.68	174	11	0	1495	1668	554879	554706	2e-59	233
NM_001014628.3	NW_025063098.1	96.46	113	4	0	833	945	560361	560249	1e-39	168
NM_001014630.4	NW_025063098.1	91.38	174	13	2	5407	5579	23945689	23945517	5e-53	214
NM_001014630.4	NW_025063098.1	82.67	225	24	6	6666	6881	23935173	23934955	5e-47	194
NM_001014630.4	NW_025063098.1	74.61	256	20	4	3965	4220	23948896	23948686	1e-39	169
NM_001014630.4	NW_025063098.1	92.06	126	10	0	5591	5716	23943339	23943214	1e-36	159
NM_001014630.4	NW_025063098.1	87.96	108	8	2	7744	7850	23930907	23930804	9e-25	120
NM_001014630.4	NW_025063098.1	91.84	49	0	4	351	397	23977311	23977265	2e-07	62.8
NM_001014631.3	NW_025063098.1	67.14	1059	98	90	8483	9364	24107668	24108653	1e-75	289
NM_001014631.3	NW_025063098.1	66.67	1257	165	101	1921	3055	24043397	24044521	9e-65	253
NM_001014631.3	NW_025063098.1	99.32	148	1	0	3246	3393	24097212	24097359	8e-61	240
NM_001014631.3	NW_025063098.1	90.50	200	19	0	3397	3596	24098329	24098528	8e-60	237
NM_001014631.3	NW_025063098.1	72.64	307	20	23	7410	7679	24106460	24106739	1e-36	159
NM_001014631.3	NW_025063098.1	71.38	325	35	20	5186	5481	24103820	24104115	1e-30	140
NM_001014631.3	NW_025063098.1	74.05	185	30	12	6264	6445	24105078	24105247	3e-12	79.2
NM_001014631.3	NW_025063098.1	90.62	64	5	1	9680	9743	24108984	24109046	8e-12	77.6
NM_001014631.3	NW_025063098.1	69.14	175	15	17	1155	1306	23985086	23985244	2e-06	59.5
NM_001014632.4	NW_025063098.1	67.14	1059	98	90	7969	8850	24107668	24108653	1e-75	289
NM_001014632.4	NW_025063098.1	66.67	1257	165	101	810	1944	24043397	24044521	8e-65	253
NM_001014632.4	NW_025063098.1	99.32	146	1	0	2134	2279	24097214	24097359	7e-60	237
NM_001014632.4	NW_025063098.1	90.50	200	19	0	2283	2482	24098329	24098528	7e-60	237
NM_001014632.4	NW_025063098.1	72.11	398	51	24	2483	2829	24098808	24099196	5e-39	168
NM_001014632.4	NW_025063098.1	70.36	577	102	35	2935	3484	24099808	24100342	1e-37	163
NM_001014632.4	NW_025063098.1	72.64	307	20	23	6896	7165	24106460	24106739	1e-36	159
NM_001014632.4	NW_025063098.1	71.38	325	35	20	4672	4967	24103820	24104115	1e-30	140
NM_001014632.4	NW_025063098.1	74.05	185	30	12	5750	5931	24105078	24105247	2e-12	79.2
NM_001014632.4	NW_025063098.1	90.62	64	5	1	9166	9229	24108984	24109046	8e-12	77.6
NM_001014632.4	NW_025063098.1	100.00	40	0	0	2828	2867	24099584	24099623	7e-09	67.7
NM_001014635.3	NW_025063098.1	70.38	790	128	30	1510	2205	9558867	9558090	7e-71	271
NM_001014636.3	NW_025063098.1	70.38	790	128	30	1555	2250	9558867	9558090	8e-71	271
NM_001014639.3	NW_025063098.1	87.96	216	26	0	108	323	17928877	17928662	7e-59	228
NM_001014641.4	NW_025063098.1	97.20	143	4	0	1342	1484	15292289	15292431	2e-54	217
NM_001014641.4	NW_025063098.1	73.08	416	54	22	1891	2278	15296509	15296894	5e-47	192
NM_001014641.4	NW_025063098.1	97.35	113	3	0	717	829	15279743	15279855	4e-41	172
NM_001014641.4	NW_025063098.1	91.11	135	12	0	1210	1344	15289165	15289299	1e-38	164
NM_001014641.4	NW_025063098.1	95.45	110	5	0	1658	1767	15294110	15294219	1e-36	158
NM_001014642.5	NW_025063098.1	86.56	186	19	1	3186	3371	30647205	30647026	1e-46	192
NM_001014642.5	NW_025063098.1	69.32	414	40	18	3801	4130	30642550	30642140	1e-39	169
NM_001014642.5	NW_025063098.1	86.92	130	17	0	2095	2224	30661853	30661724	3e-28	131
NM_001014642.5	NW_025063098.1	87.83	115	14	0	4543	4657	30635613	30635499	3e-25	122
NM_001014642.5	NW_025063098.1	75.13	193	23	13	6463	6636	30632066	30631880	2e-19	102
NM_001014642.5	NW_025063098.1	81.16	138	23	2	1643	1777	30674496	30674359	2e-19	102
NM_001014642.5	NW_025063098.1	96.77	62	1	1	2934	2995	30648483	30648423	7e-17	94.0
NM_001014646.2	NW_025063098.1	84.94	166	15	8	1870	2030	14595457	14595617	1e-35	154
NM_001014647.3	NW_025063098.1	72.51	782	118	18	896	1601	30254698	30255458	3e-96	357
NM_001014647.3	NW_025063098.1	70.33	300	25	5	3482	3717	30259454	30259753	6e-35	153
NM_001014647.3	NW_025063098.1	64.93	479	45	19	539	896	30253400	30253876	2e-28	131
NM_001014647.3	NW_025062900.1	92.45	53	4	0	1744	1796	9797458	9797510	1e-09	69.4
NM_001014648.3	NW_025063098.1	72.51	782	118	18	896	1601	30254698	30255458	2e-96	357
NM_001014648.3	NW_025063098.1	70.33	300	25	5	3482	3717	30259454	30259753	6e-35	153
NM_001014648.3	NW_025063098.1	64.93	479	45	19	539	896	30253400	30253876	2e-28	131
NM_001014648.3	NW_025062900.1	92.45	53	4	0	1744	1796	9797458	9797510	1e-09	69.4
NM_001014649.3	NW_025063098.1	72.51	782	118	18	896	1601	30254698	30255458	2e-96	357
NM_001014649.3	NW_025063098.1	64.93	479	45	19	539	896	30253400	30253876	1e-28	131
NM_001014649.3	NW_025062900.1	92.45	53	4	0	1744	1796	9797458	9797510	9e-10	69.4
NM_001014650.3	NW_025063098.1	72.51	782	118	18	896	1601	30254698	30255458	3e-96	357
NM_001014650.3	NW_025063098.1	70.13	298	25	5	3529	3762	30259456	30259753	6e-34	149
